,Week_Data_Collected,State,Zip,Hosptial_Name,City,Total_Beds_Available,Total_Covid_Patients,Total_Beds_in_Use,Percent Covid Patients,Percent Capacity Full,Latitude,Longitude
3655,11/20/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,131.0,19.3,129.7,0.15,0.99,36.709717,-121.63996999999999
3656,11/13/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,142.6,17.1,141.7,0.12,0.99,36.709717,-121.63996999999999
3657,11/6/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,124.6,10.7,121.4,0.09,0.97,36.709717,-121.63996999999999
3658,10/30/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,125.7,8.7,123.4,0.07,0.98,36.709717,-121.63996999999999
3659,10/23/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,129.9,8.6,129.0,0.07,0.99,36.709717,-121.63996999999999
3660,10/16/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,113.6,6.9,112.7,0.06,0.99,36.709717,-121.63996999999999
3661,10/9/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,109.0,7.0,108.2,0.06,0.99,36.709717,-121.63996999999999
3662,10/2/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,112.1,9.1,111.3,0.08,0.99,36.709717,-121.63996999999999
3663,9/25/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,118.3,10.0,117.1,0.08,0.99,36.709717,-121.63996999999999
3664,9/18/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,120.0,12.0,119.5,0.1,1.0,36.709717,-121.63996999999999
3665,9/11/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,121.1,9.7,119.0,0.08,0.98,36.709717,-121.63996999999999
3666,9/4/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,118.9,11.7,117.3,0.1,0.99,36.709717,-121.63996999999999
3667,8/28/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,126.8,14.2,123.3,0.11,0.97,36.709717,-121.63996999999999
3668,8/21/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,118.3,15.4,116.9,0.13,0.99,36.709717,-121.63996999999999
3669,8/14/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,112.7,20.0,110.4,0.18,0.98,36.709717,-121.63996999999999
3670,8/7/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,106.8,19.6,106.7,0.18,1.0,36.709717,-121.63996999999999
3671,7/31/2020,CA,93906.0,NATIVIDAD MEDICAL CENTER,SALINAS,105.6,19.0,103.9,0.18,0.98,36.709717,-121.63996999999999
3672,1/1/2021,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,145.0,68.3,138.6,0.47,0.96,36.665879,-121.65496999999999
3673,12/25/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,140.1,73.4,135.6,0.52,0.97,36.665879,-121.65496999999999
3674,12/18/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,142.4,71.3,138.7,0.5,0.97,36.665879,-121.65496999999999
3675,12/11/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,134.9,54.7,131.0,0.41,0.97,36.665879,-121.65496999999999
3676,12/4/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,142.0,34.9,138.4,0.25,0.97,36.665879,-121.65496999999999
3677,11/27/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,132.1,34.3,128.6,0.26,0.97,36.665879,-121.65496999999999
3678,11/20/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,128.6,25.4,125.6,0.2,0.98,36.665879,-121.65496999999999
3679,11/13/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,134.7,24.6,130.3,0.18,0.97,36.665879,-121.65496999999999
3680,11/6/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,137.1,18.1,133.1,0.13,0.97,36.665879,-121.65496999999999
3681,10/30/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,116.4,14.9,112.9,0.13,0.97,36.665879,-121.65496999999999
3682,10/23/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,126.3,11.9,122.6,0.09,0.97,36.665879,-121.65496999999999
3683,10/16/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,117.6,10.9,114.4,0.09,0.97,36.665879,-121.65496999999999
3684,10/9/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,139.3,15.9,135.6,0.11,0.97,36.665879,-121.65496999999999
3685,10/2/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,113.8,12.7,109.2,0.11,0.96,36.665879,-121.65496999999999
3686,9/25/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,105.1,16.0,101.3,0.15,0.96,36.665879,-121.65496999999999
3687,9/18/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,122.9,12.6,118.0,0.1,0.96,36.665879,-121.65496999999999
3688,9/11/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,123.0,15.7,119.8,0.13,0.97,36.665879,-121.65496999999999
3689,9/4/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,126.1,12.6,124.4,0.1,0.99,36.665879,-121.65496999999999
3690,8/28/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,120.4,13.9,118.9,0.12,0.99,36.665879,-121.65496999999999
3691,8/21/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,134.9,17.9,132.3,0.13,0.98,36.665879,-121.65496999999999
3692,8/14/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,139.4,19.3,138.3,0.14,0.99,36.665879,-121.65496999999999
3693,8/7/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,136.1,17.3,136.1,0.13,1.0,36.665879,-121.65496999999999
3694,7/31/2020,CA,93901.0,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,129.1,18.3,127.7,0.14,0.99,36.665879,-121.65496999999999
3695,1/1/2021,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,194.1,57.4,194.1,0.3,1.0,36.586193,-121.88667
3696,12/25/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,181.0,46.4,181.0,0.26,1.0,36.586193,-121.88667
3697,12/18/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,174.0,31.9,174.0,0.18,1.0,36.586193,-121.88667
3698,12/11/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,185.3,30.7,185.3,0.17,1.0,36.586193,-121.88667
3699,12/4/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,188.0,27.4,188.0,0.15,1.0,36.586193,-121.88667
3700,11/27/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,181.3,18.6,181.3,0.1,1.0,36.586193,-121.88667
3701,11/20/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,172.6,11.0,172.6,0.06,1.0,36.586193,-121.88667
3702,11/13/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,194.9,5.4,194.9,0.03,1.0,36.586193,-121.88667
3703,11/6/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,191.3,7.9,191.3,0.04,1.0,36.586193,-121.88667
3704,10/30/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,165.4,6.0,165.4,0.04,1.0,36.586193,-121.88667
3705,10/23/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,182.3,4.4,182.3,0.02,1.0,36.586193,-121.88667
3706,10/16/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,189.0,-999999.0,189.0,-5291.0,1.0,36.586193,-121.88667
3707,10/9/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,179.0,-999999.0,179.0,-5586.59,1.0,36.586193,-121.88667
3708,10/2/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,175.3,-999999.0,175.1,-5704.5,1.0,36.586193,-121.88667
3709,9/25/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,170.1,-999999.0,168.3,-5878.89,0.99,36.586193,-121.88667
3710,9/18/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,174.1,5.4,174.1,0.03,1.0,36.586193,-121.88667
3711,9/11/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,168.9,-999999.0,168.9,-5920.66,1.0,36.586193,-121.88667
3712,9/4/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,171.9,0.0,171.0,0.0,0.99,36.586193,-121.88667
3713,8/28/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,165.1,-999999.0,165.1,-6056.93,1.0,36.586193,-121.88667
3714,8/21/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,165.7,7.9,165.7,0.05,1.0,36.586193,-121.88667
3715,8/14/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,176.3,14.0,171.3,0.08,0.97,36.586193,-121.88667
3716,8/7/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,162.7,9.7,162.7,0.06,1.0,36.586193,-121.88667
3717,7/31/2020,CA,93940.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,168.0,9.7,168.0,0.06,1.0,36.586193,-121.88667
3718,1/1/2021,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,42.3,8.6,42.3,0.2,1.0,38.511241,-122.45695
3719,12/25/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,42.0,5.9,42.0,0.14,1.0,38.511241,-122.45695
3720,12/18/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,42.0,5.7,42.0,0.14,1.0,38.511241,-122.45695
3721,12/11/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,49.1,5.1,49.1,0.1,1.0,38.511241,-122.45695
3722,12/4/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,5.4,-999999.0,5.4,-185185.0,1.0,38.511241,-122.45695
3723,11/27/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,0.0,0.0,0.0,,,38.511241,-122.45695
3724,11/20/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,0.0,0.0,0.0,,,38.511241,-122.45695
3725,11/13/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,0.0,0.0,0.0,,,38.511241,-122.45695
3726,11/6/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,0.0,0.0,0.0,,,38.511241,-122.45695
3727,10/30/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,0.0,0.0,0.0,,,38.511241,-122.45695
3728,10/23/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,0.0,0.0,0.0,,,38.511241,-122.45695
3729,10/16/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,0.0,0.0,0.0,,,38.511241,-122.45695
3730,10/9/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,0.0,0.0,0.0,,,38.511241,-122.45695
3731,10/2/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,0.0,0.0,0.0,,,38.511241,-122.45695
3732,9/25/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,31.8,-999999.0,31.8,-31446.51,1.0,38.511241,-122.45695
3733,9/18/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,54.7,-999999.0,54.7,-18281.52,1.0,38.511241,-122.45695
3734,9/11/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,56.4,-999999.0,56.4,-17730.48,1.0,38.511241,-122.45695
3735,9/4/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,48.9,-999999.0,48.9,-20449.88,1.0,38.511241,-122.45695
3736,8/28/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,20.6,0.0,20.6,0.0,1.0,38.511241,-122.45695
3737,8/21/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,0.0,0.0,0.0,,,38.511241,-122.45695
3738,8/14/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,40.1,-999999.0,40.1,-24937.63,1.0,38.511241,-122.45695
3739,8/7/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,47.1,-999999.0,47.1,-21231.4,1.0,38.511241,-122.45695
3740,7/31/2020,CA,94574.0,ADVENTIST HEALTH ST HELENA,SAINT HELENA,55.5,-999999.0,55.5,-18018.0,1.0,38.511241,-122.45695
3741,1/1/2021,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,72.4,19.9,72.4,0.27,1.0,38.337243,-122.30027
3742,12/25/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,72.7,19.3,72.7,0.27,1.0,38.337243,-122.30027
3743,12/18/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,74.4,14.4,74.4,0.19,1.0,38.337243,-122.30027
3744,12/11/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,73.3,14.4,73.3,0.2,1.0,38.337243,-122.30027
3745,12/4/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,76.3,11.1,76.3,0.15,1.0,38.337243,-122.30027
3746,11/27/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,75.1,11.0,75.1,0.15,1.0,38.337243,-122.30027
3747,11/20/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,68.9,7.3,68.9,0.11,1.0,38.337243,-122.30027
3748,11/13/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,73.1,6.7,73.1,0.09,1.0,38.337243,-122.30027
3749,11/6/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,76.9,7.1,76.9,0.09,1.0,38.337243,-122.30027
3750,10/30/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,79.0,-999999.0,79.0,-12658.22,1.0,38.337243,-122.30027
3751,10/23/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,75.6,-999999.0,75.6,-13227.5,1.0,38.337243,-122.30027
3752,10/16/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,78.7,-999999.0,78.7,-12706.47,1.0,38.337243,-122.30027
3753,10/9/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,75.6,-999999.0,75.6,-13227.5,1.0,38.337243,-122.30027
3754,10/2/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,81.3,5.6,81.3,0.07,1.0,38.337243,-122.30027
3755,9/25/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,64.6,-999999.0,64.6,-15479.86,1.0,38.337243,-122.30027
3756,9/18/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,58.9,-999999.0,58.9,-16977.91,1.0,38.337243,-122.30027
3757,9/11/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,65.1,4.0,65.1,0.06,1.0,38.337243,-122.30027
3758,9/4/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,77.4,-999999.0,77.4,-12919.88,1.0,38.337243,-122.30027
3759,8/28/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,75.3,-999999.0,75.3,-13280.2,1.0,38.337243,-122.30027
3760,8/21/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,77.0,4.7,77.0,0.06,1.0,38.337243,-122.30027
3761,8/14/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,63.6,-999999.0,63.6,-15723.25,1.0,38.337243,-122.30027
3762,8/7/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,74.9,4.7,74.9,0.06,1.0,38.337243,-122.30027
3763,7/31/2020,CA,94558.0,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,73.7,5.7,70.6,0.08,0.96,38.337243,-122.30027
3764,1/1/2021,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,17.1,-999999.0,17.1,-58479.47,1.0,39.339574,-120.22805
3765,12/25/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,20.0,4.7,20.0,0.24,1.0,39.339574,-120.22805
3766,12/18/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,19.4,6.0,19.4,0.31,1.0,39.339574,-120.22805
3767,12/11/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,19.6,9.4,19.6,0.48,1.0,39.339574,-120.22805
3768,12/4/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,21.1,8.9,21.1,0.42,1.0,39.339574,-120.22805
3769,11/27/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,21.3,7.4,21.3,0.35,1.0,39.339574,-120.22805
3770,11/20/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,18.4,-999999.0,18.4,-54347.77,1.0,39.339574,-120.22805
3771,11/13/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,21.1,-999999.0,21.1,-47393.32,1.0,39.339574,-120.22805
3772,11/6/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,17.9,-999999.0,17.9,-55865.87,1.0,39.339574,-120.22805
3773,10/30/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,14.7,-999999.0,14.7,-68027.14,1.0,39.339574,-120.22805
3774,10/23/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,18.6,-999999.0,18.6,-53763.39,1.0,39.339574,-120.22805
3775,10/16/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,20.9,-999999.0,20.9,-47846.84,1.0,39.339574,-120.22805
3776,10/9/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,16.6,0.0,16.6,0.0,1.0,39.339574,-120.22805
3777,10/2/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,22.3,-999999.0,22.3,-44843.0,1.0,39.339574,-120.22805
3778,9/25/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,22.3,-999999.0,22.3,-44843.0,1.0,39.339574,-120.22805
3779,9/18/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,20.9,0.0,20.9,0.0,1.0,39.339574,-120.22805
3780,9/11/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,19.1,0.0,18.9,0.0,0.99,39.339574,-120.22805
3781,9/4/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,15.0,0.0,15.0,0.0,1.0,39.339574,-120.22805
3782,8/28/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,18.6,0.0,18.4,0.0,0.99,39.339574,-120.22805
3783,8/21/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,17.4,-999999.0,17.4,-57471.21,1.0,39.339574,-120.22805
3784,8/14/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,17.1,-999999.0,17.1,-58479.47,1.0,39.339574,-120.22805
3785,8/7/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,13.0,-999999.0,12.7,-76923.0,0.98,39.339574,-120.22805
3786,7/31/2020,CA,96161.0,TAHOE FOREST HOSPITAL,TRUCKEE,11.9,-999999.0,11.9,-84033.53,1.0,39.339574,-120.22805
3787,1/1/2021,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,57.6,8.4,57.6,0.15,1.0,39.202725,-121.02076000000001
3788,12/25/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,63.6,12.1,63.6,0.19,1.0,39.202725,-121.02076000000001
3789,12/18/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,62.6,12.4,62.6,0.2,1.0,39.202725,-121.02076000000001
3790,12/11/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,61.6,8.6,61.6,0.14,1.0,39.202725,-121.02076000000001
3791,12/4/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,48.0,7.0,48.0,0.15,1.0,39.202725,-121.02076000000001
3792,11/27/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,53.9,8.9,53.9,0.17,1.0,39.202725,-121.02076000000001
3793,11/20/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,57.4,7.0,57.4,0.12,1.0,39.202725,-121.02076000000001
3794,11/13/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,59.6,-999999.0,59.6,-16778.51,1.0,39.202725,-121.02076000000001
3795,11/6/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,56.6,-999999.0,56.6,-17667.83,1.0,39.202725,-121.02076000000001
3796,10/30/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,56.6,-999999.0,56.6,-17667.83,1.0,39.202725,-121.02076000000001
3797,10/23/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,50.1,-999999.0,50.1,-19960.06,1.0,39.202725,-121.02076000000001
3798,10/16/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,55.6,0.0,55.6,0.0,1.0,39.202725,-121.02076000000001
3799,10/9/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,54.7,-999999.0,54.7,-18281.52,1.0,39.202725,-121.02076000000001
3800,10/2/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,51.1,-999999.0,51.1,-19569.45,1.0,39.202725,-121.02076000000001
3801,9/25/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,56.7,-999999.0,56.7,-17636.67,1.0,39.202725,-121.02076000000001
3802,9/18/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,47.0,-999999.0,46.9,-21276.57,1.0,39.202725,-121.02076000000001
3803,9/11/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,44.4,-999999.0,44.4,-22522.5,1.0,39.202725,-121.02076000000001
3804,9/4/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,44.3,-999999.0,51.7,-22573.34,1.17,39.202725,-121.02076000000001
3805,8/28/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,54.1,-999999.0,54.1,-18484.27,1.0,39.202725,-121.02076000000001
3806,8/21/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,59.0,-999999.0,59.0,-16949.14,1.0,39.202725,-121.02076000000001
3807,8/14/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,49.0,-999999.0,49.0,-20408.14,1.0,39.202725,-121.02076000000001
3808,8/7/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,40.3,-999999.0,44.7,-24813.87,1.11,39.202725,-121.02076000000001
3809,7/31/2020,CA,95945.0,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,50.0,-999999.0,50.0,-19999.98,1.0,39.202725,-121.02076000000001
3810,1/1/2021,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,62.0,19.7,62.0,0.32,1.0,33.792687,-117.79975
3811,12/25/2020,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,61.3,19.9,61.3,0.32,1.0,33.792687,-117.79975
3812,12/18/2020,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,69.7,14.6,69.7,0.21,1.0,33.792687,-117.79975
3813,12/11/2020,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,69.1,11.4,69.1,0.16,1.0,33.792687,-117.79975
3814,12/4/2020,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,70.6,7.7,70.6,0.11,1.0,33.792687,-117.79975
3815,11/27/2020,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,53.1,11.3,53.1,0.21,1.0,33.792687,-117.79975
3816,11/20/2020,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,33.1,5.4,33.1,0.16,1.0,33.792687,-117.79975
3817,11/13/2020,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,22.4,-999999.0,22.4,-44642.81,1.0,33.792687,-117.79975
3818,11/6/2020,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,25.7,-999999.0,25.7,-38910.47,1.0,33.792687,-117.79975
3819,10/30/2020,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,26.3,-999999.0,26.3,-38022.78,1.0,33.792687,-117.79975
3820,10/23/2020,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,24.6,-999999.0,24.6,-40650.37,1.0,33.792687,-117.79975
3821,10/16/2020,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,27.2,-999999.0,27.2,-36764.67,1.0,33.792687,-117.79975
3822,10/9/2020,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,26.1,-999999.0,26.1,-38314.14,1.0,33.792687,-117.79975
3823,10/2/2020,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,22.9,-999999.0,22.9,-43668.08,1.0,33.792687,-117.79975
3824,9/25/2020,CA,92869.0,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,28.0,-999999.0,28.0,-35714.25,1.0,33.792687,-117.79975
